COUNTRY,PROJECT,YEAR,AMOUNT,LENDER,BORROWER,SECTOR,SENSITIVE TERRITORY OVERLAP
Kyrgyz Republic,Bishkek-Naryn-Torugart Road Rehabilitation Project,2009,$200M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Kyrgyz Republic,Datka-Kemin (Chuy) Transmission Line and powerplant,2012,$390M,ExImBank,Government,Power,Within National Protected Areas
Kyrgyz Republic,Kyrgyzstan Road,2015,$300M,ExImBank,Government,Transport,None Known
Kyrgyz Republic,North-South Transport Corridor (Phase 1),2014,$400M,ExImBank,Government,Transport,None Known
Kyrgyz Republic,North-South Transport Corridor (Phase 2),2015,$185M,ExImBank,Government,Transport,Within National Protected Areas
Kyrgyz Republic,Osh-Batken-Isfana Road Rehabilitation,2011,$91M,ExImBank,Government,Transport,None Known
Kyrgyz Republic,Osh-Irkeshtam road Construction,2008,$75M,ExImBank,Government,Transport,Within Critical Habitats
Laos,230 KV Thavieng S/S-Laksao S/S and 115 KV Nam Phay HPP-Thongkoun2 S/S Transmission Lines Project,2018,$199M,ExImBank,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Laos,230kV Pak Ngeuy-Pha Oudom Transmission Line and Associated Substation Project,2017,$169M,ExImBank,Electicite du Laos (EdL),Power,None Known
Laos,86-MW Nam Phay hydropower project,2017,$367M,ExImBank,Electicite du Laos (EdL) & Norinco (SOE) Joint Venture,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Laos,China-Laos Railway Project,2016,$465M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Laos,Construction of Pakbeng-Ngeun bridge,2012,$31M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Laos,"Houay Lamphan Gnai Hydropower Plant, Sekong",2011,$206M,ExImBank,Government,Power,Within Critical Habitats
Laos,Laos – Spaceflight,2012,$258M,ExImBank,Lao Sat-1,Government,None Known
Laos,Mekong Bridge at Pakbeng,2010,$50M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Laos,Nam Khan 2 Dam,2009,$308M,ExImBank,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Laos,Nam Khan 3 Dam,2012,$127M,ExImBank,Government,Power,Within Indigenous Peoples' Lands
Laos,Nam Ngiep 2 hydropower plant,2011,$345M,CDB,Electicite du Laos (EdL) & China International Water & Electric Corp (CWE),Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Laos,Nam Ngum 4a Hydropower Station,2016,$322M,ExImBank,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Laos,"Nam Ou hydropower project, phase 1 (Dams 2, 5, 6)",2012,$660M,CDB,Electicite du Laos (EdL) & Sinohydro Joint Venture,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Laos,"Nam Ou hydropower project, phase 2 (Nam Ou 1, 3, 4, 7)",2011,$1000M,CDB,Electicite du Laos (EdL) & Sinohydro Joint Venture,Power,Within Critical Habitats
Laos,Nam Tha 1 Hydro Power Project,2018,$400M,ExImBank,Electicite du Laos (EdL) & China Southern Power Grid (SOE),Power,None Known
Laos,Pak Lay Dam,2017,$90M,ExImBank,Government,Power,Within Critical Habitats
Laos,Salavan-Sekong II Power Transmission Project,2016,$377M,ExImBank,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Laos,Upgrading Vientiane's Wattay International Airport,2011,$38M,ExImBank,Government,Transport,None Known
Laos,Xeset III Hydropower Project,2014,$51M,ExImBank,Government,Power,Within Indigenous Peoples' Lands
Lesotho,Ha-Mpiti to SehlabaThebe Road Construction,2018,$98M,ExImBank,Government,Transport,None Known
Liberia,Roberts International Airport Rehabilitation,2017,$50M,ExImBank,Government,Transport,None Known
Macedonia,Kicevo-Ohrid Highway Construction,2013,$580M,ExImBank,Government,Transport,Within Critical Habitats
Madagascar,Expressway Construction (connecting Port of Toamasina and RN2),2018,$59M,ExImBank,Government,Transport,Within Critical Habitats
Madagascar,Ivato Airport Construction,2017,$105M,ExImBank,Government,Transport,None Known
Madagascar,Ivato-Tsarasoatra Road Rehabilitation,2018,$41M,ExImBank,Government,Transport,Within Critical Habitats
Madagascar,Ranomafana Hydropower Plant Project,2018,$197M,ExImBank,Government,Power,Within Critical Habitats
Malawi,"Bingu International Conference Center, the Presidential hotel and Presidential Villas Construction",2009,$90M,ExImBank,Government,Other construction,None Known
Malawi,Bingu National Stadium Construction,2012,$70M,ExImBank,Government,Other construction,None Known
Malawi,Malawi Science and Technology University Construction,2011,$79M,ExImBank,Government,Government,None Known
Malaysia,East Coast Rail Link,2016,$2.0B,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Maldives,China Maldives Friendship Bridge,2016,$71M,ExImBank,Government,Transport,Within Critical Habitats
Maldives,Construction and Development of the Seaplane Facilities at VIA,2018,$47M,CDB,Maldives Airports Company Limited,Transport,Within Critical Habitats
Maldives,Development of 1000 Housing Units in Hulhumale,2010,$70M,ExImBank,Government,Government,Within Critical Habitats
Maldives,Development of 1500 housing units in Maldives,2012,$155M,ExImBank,Government,Government,None Known
Maldives,Development of 1530 Housing Units in Hulhumale,2017,$159M,CDB,Housing Development Corporation,Government,Within Critical Habitats
Maldives,Expansion and Upgrading of Ibrahim Nasir International Airport in Hulhule',2015,$374M,ExImBank,Government,Transport,Within Critical Habitats
Maldives,STELCO 5th Power Development,2016,$75M,ExImBank,State Electric Company,Power,Within Critical Habitats
Mali,Bamako-Segou Road Renovation,2010,$346M,ExImBank,Government,Transport,Within Indigenous Peoples' Lands
Mali,Fiber Optics and Telecom Modernization Project,2011,$44M,ExImBank,Government,Telecom,None Known
Mali,Gouina Hydropower Project (140MW),2013,$248M,ExImBank,Government,Power,Within Indigenous Peoples' Lands
Mali,Mali Digital 2020 Project,2018,$164M,ExImBank,Government,Telecom,None Known
Mali,National Broadband Network Project,2014,$79M,ExImBank,Government,Telecom,None Known
Mali,New Sukala Sugar Refinery Construction,2008,$29M,ExImBank,N-Sukala,"Agriculture, food",Within Indigenous Peoples' Lands
Mali,Taoussa Hydropower Plant,2011,$100M,ExImBank,Government,Power,Within Indigenous Peoples' Lands
Mauritania,"Assaba and Brakna, Poverty Delta Highway, Aftout Chergui Road Construction",2010,$88M,ExImBank,Government,Transport,Within Indigenous Peoples' Lands
Mauritania,Nouakchott Friendship Port Expansion,2009,$293M,ExImBank,Government,Transport,Within Critical Habitats
Mauritius,Bagatelle Dam Project,2011,$92M,ExImBank,Government,Power,Within Critical Habitats
Mauritius,Sir Seewoosagur Ramgoolam International Airport,2009,$260M,ExImBank,Government,Transport,Within Critical Habitats
Mexico,Trade: vessels and offshore oilfield equipment,2013,$1000M,ExImBank,PEMEX,"Extraction, pipelines",None Known
Mongolia,Highway Connecting Airport to City,2016,$140M,ExImBank,Mongolia,Transport,"Within Critical Habitats
 Within National Protected Areas"
Mongolia,Tavan Tolgoi coal railway,2016,$1.3B,ExImBank,Mongolia,"Extraction, pipelines","Within Critical Habitats
 Within National Protected Areas"
Montenegro,Construction of Bar-Boljare Motorway,2014,$912M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Montenegro,Purchase of Bulk Cargo Ships,2010,$47M,ExImBank,Government,Transport,None Known
Morocco,Berrechid–Ben Ahmed Highway Construction,2011,$184M,ExImBank,Government,Transport,None Known
Morocco,Equipment purchase,2008,$515M,ExImBank,Government,Mulit-sector/discretionary,None Known
Morocco,Jerada Coal Power Station Extension,2014,$305M,ExImBank,ONEE,Power,Within Indigenous Peoples' Lands
Mozambique,Agro-Processing Centers Construction,2009,$30M,ExImBank,Government,"Agriculture, food",None Known
Mozambique,Beira Fishing Port Rehabilitation,2014,$120M,ExImBank,Government,"Agriculture, food",None Known
Mozambique,"Chief Prosecutor, Attorney General's Office/ Mozambican Office of Auditor-General Construction",2011,$40M,ExImBank,Government,Government,None Known
Mozambique,Chokwe Agro-Processing Complex Construction,2012,$60M,ExImBank,Government,"Agriculture, food",None Known
Mozambique,Digital Migration Project,2017,$156M,ExImBank,Government,Telecom,None Known
Mozambique,EN6 Road Repair (Beira to Machipanda) (Loan 1),2013,$104M,ExImBank,Government,Transport,None Known
Mozambique,EN6 Road Repair (Beira to Machipanda) (Loan 2),2014,$312M,ExImBank,Government,Transport,None Known
Mozambique,Maluana Data Center Construction,2016,$135M,ExImBank,Government,Telecom,None Known
Mozambique,Maputo International Airport Renovation (Phase I),2009,$67M,ExImBank,Government,Transport,None Known
Mozambique,Maputo Ring Road Construction,2012,$300M,ExImBank,Government,Transport,None Known
Mozambique,Maputo-Catembe Bridge Construction,2012,$686M,ExImBank,Government,Transport,Within Critical Habitats
Mozambique,Mozambique presidential palace Project,2013,$72M,ExImBank,Government,Government,Within Critical Habitats
Mozambique,SMEs Loan,2011,$30M,CDB,Millennium BIM,Government,None Known
Myanmar,Agriculture and livestock co-ops,2013,$86M,ExImBank,Ministry of Cooperatives,"Agriculture, food",None Known
Myanmar,Myanmar farm equipment and machinery,2015,$400M,ExImBank,Government,"Agriculture, food",None Known
Myanmar,Procurement of Vehicles for Police Force,2015,$39M,ExImBank,Government,Government,None Known
Myanmar,Sino-Myanmar Pipeline,2009,$2.4B,CDB,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Myanmar,Upper Yeywa Power Transmission and Transformation EPC Project,2013,$180M,ExImBank,Government,Power,None Known
Namibia,MR67 and DR3602 Road Upgrade,2012,$135M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Nepal,Budhigandaki Hydroelectric Project,2017,$2.5B,ExImBank,Government,Power,Within Indigenous Peoples' Lands
Nepal,MA 60 and Y12 air crafts purchase,2016,$35M,ExImBank,Nepal Airline Corporation,Transport,None Known
Nepal,Pokhara International Airport,2016,$216M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Nepal,Trishuli-3A project,2011,$152M,ExImBank,Nepal Electricity Authority,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Nepal,Upper Trishuli III Dam,2011,$200M,ExImBank,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Nepal,West Seti Hydropower Project (Chinese Covering 75% of the Cost),2015,$1.4B,ExImBank,Nepal Electricity Authority,Power,Within Indigenous Peoples' Lands
Niger,Azelik Uranium Mine,2011,$103M,ExImBank,Government,"Extraction, pipelines",Within Indigenous Peoples' Lands
Niger,Fiber Optic Backbone Project,2013,$103M,ExImBank,Société Nigérienne des Télécommunications or Nigerien Telecommunications Society (Sonitel),Telecom,"Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Niger,Potable Water Project,2012,$50M,ExImBank,Government,Government,Within Indigenous Peoples' Lands
Niger,SORAZ-Zinder et Maradi-Malbaza Transmission Line Construction (132kV),2013,$76M,ExImBank,Government,Power,None Known
Nigeria,4 Airport Terminals Expansion,2014,$500M,ExImBank,Government,Transport,Within Indigenous Peoples' Lands
Nigeria,Abuja Light Rail Project,2012,$500M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Nigeria,Abuja Light Rail Project- Supply of Rolling Stocks and Depot Equipment,2018,$157M,ExImBank,Government,Transport,None Known
Nigeria,Abuja-Keffi-Makurdi Road Project Rehabilitation and Upgrade,2017,$461M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Nigeria,Abuja/Idu-Kaduna Railroad Project,2010,$500M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Nigeria,Basic Communication Network Construction,2018,$328M,ExImBank,Galaxy Backbone,Telecom,None Known
Nigeria,Greater Abuja Water Supply Project,2018,$389M,ExImBank,Government,Government,None Known
Nigeria,ICT Infrastructure Backbone Project,2013,$100M,ExImBank,Government,Telecom,None Known
Nigeria,Lagos-Ibadan Railway Modernization (Project II),2017,$1.3B,ExImBank,Government,Transport,None Known
Nigeria,National Public Communication System Construction,2010,$400M,ExImBank,Government,Telecom,None Known
Nigeria,Transmission Capacity Upgrade,2013,$500M,ExImBank,Government,Power,None Known
Nigeria,Zungeru Hydropower Plant Project,2013,$984M,ExImBank,Government,Power,Within Indigenous Peoples' Lands
Pakistan,Balloki Combined Cycle Power Plant,2015,$785M,ExImBank,NPPMCL,Power,None Known
Pakistan,Banking sector finance,2016,$500M,CDB,Government,Government,None Known
Pakistan,Bunji Hydropower Project (Bunji Dam),2009,$6.9B,ExImBank,Government,Power,Within Indigenous Peoples' Lands
Pakistan,Chashma Power Station Unit 3 and 4,2011,$157M,ExImBank,Government,Power,None Known
Pakistan,Emergency Loan- Foreign Exchange,2017,$1.2B,"CDB, ICBC",Government,Government,None Known
Pakistan,Expansion And Reconstruction Of Existing Line ML-1,2017,$6.1B,ExImBank,Ministry of Railways,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Pakistan,Gwadar-Nawabshah LNG terminal and pipeline project,2015,$2.7B,ExImBank,Government,"Extraction, pipelines","Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Pakistan,Havelian - Thakot Karakoram Highway Phase II (Construction),2013,$1.2B,"CDB, ExImBank",Government,Transport,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Pakistan,Hubco Coal Power Plant,2017,$1.5B,"CDB, ExImBank",Government,Power,None Known
Pakistan,Karachi Nuclear Power Complex (K-2/K-3),2014,$6.5B,ExImBank,Government,Power,Within Critical Habitats
Pakistan,Karachi-Lahore highway,2014,$1.9B,ExImBank,Pakistan National Highway Authority,Transport,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Pakistan,Karachi-Lahore Motorway,2015,$2.7B,"CDB, ExImBank",Government,Transport,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Pakistan,Karakoram Highway,2008,$327M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Pakistan,Neelum-Jhelum Hydro Station,2015,$576M,ExImBank,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Pakistan,Neelum-Jhelum Hydro Station,2012,$448M,ExImBank,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Pakistan,Orange Line Metro Train Project,2014,$1.6B,ExImBank,Government,Transport,None Known
Pakistan,Pakistan-China Cross-border Fiber Optic Cable,2013,$44M,ExImBank,Government,Telecom,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Pakistan,Paksat-1R Satellite,2008,$200M,ExImBank,Government,Telecom,None Known
Pakistan,Peshawar-Karachi Motorway (PKM) Project,2016,$2.9B,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Pakistan,Rahim Yar Khan Coal Fired Plant,2016,$956M,ExImBank,Nishat Energy Limited (NEL),Power,None Known
Pakistan,Taunsa hydro electric project,2011,$377M,ExImBank,Government of Punjab,Power,None Known
Pakistan,Thakot - Raikot Karakoram Highway (Upgrade),2017,$76M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Pakistan,Thar Block II Power Plant (Thar Engro),2015,$207M,CDB,Sindh Engro Coal Mining Company,Power,Within Indigenous Peoples' Lands
Papua New Guinea,Construction of New Enga Provincial Hospital Project,2016,$160M,ExImBank,Government,Government,Within Critical Habitats
Papua New Guinea,Grand six-lane boulevard (Independence Boulevard),2017,$40M,ExImBank,Government,Transport,None Known
Papua New Guinea,Integrated Government Information Network (IGIS),2010,$50M,ExImBank,Government,Telecom,None Known
Papua New Guinea,Keltiga Junction to Kagamuga Airport - 4 Lane,2018,$77M,ExImBank,Government,Transport,Within Critical Habitats
Papua New Guinea,Kumul Submarine Cable,2013,$200M,ExImBank,Government,Telecom,"Within Critical Habitats
 Within National Protected Areas"
Papua New Guinea,National Identification Project,2013,$76M,ExImBank,Government,Government,None Known
Papua New Guinea,NCDC Road upgrade,2018,$110M,ExImBank,Government,Transport,Within Critical Habitats
Papua New Guinea,Pacific Marine Industrial Zone,2011,$156M,ExImBank,China Shenyang International Economic Corporation Limited (CSYIEC)/ Department of Commerce & Industry/National Fisheries Authority/ Madang Provincial Govt.,"Agriculture, food",Within Critical Habitats
Papua New Guinea,Student dormitory of Goroka University,2011,$42M,ExImBank,Government,Government,None Known
Papua New Guinea,West Side of the Lae Tidal Basin and Huon Industrial Park,2016,$109M,ExImBank,Government,Other construction,Within Critical Habitats
Peru,Discretionary,2009,$50M,CDB,Corporación Financiera de Desarrollo S.A. (Cofide),Mulit-sector/discretionary,None Known
Philippines,Agno River Integrated Irrigation,2009,$85M,ExImBank,National Irrigation Administration,Government,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Philippines,Bases Conversion Development Authority infrastrucural project (MOU),2017,$4.5B,CDB,Bases Conversion Development Authority (BCDA),Mulit-sector/discretionary,None Known
Philippines,Chico River Pump Irrigation Project,2017,$58M,ExImBank,Government,Government,None Known
Philippines,Kaliwa Dam Project,2017,$231M,ExImBank,Government,Government,"Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Philippines,Mabini LNG hub,2019,$2.0B,CDB,Philippine National Oil Company,Power,None Known
Philippines,Rockwell-Estrella Bridge,2016,$85M,ExImBank,Government,fTransport,None Known
Philippines,Southern Luzon Railway,2016,$2.0B,ExImBank,Government,Transport,None Known
Philippines,Subic-Clark Railway Project,2016,$995M,ExImBank,Government,Transport,Within Critical Habitats
Regional,Bilateral Term Loan Facility,2016,$50M,ExImBank,African Export-Import Bank,Government,None Known
Regional,Boost African Trade,2018,$500M,CDB,African Export Import Bank,Government,None Known
Regional,Multisector,2008,$50M,CDB,Trade and Development Bank,Mulit-sector/discretionary,None Known
Regional,Private Sector Activities in the UEMOA Member States,2015,$109M,CDB,Banque Ouest Africaine,Government,None Known
Regional,Private Sector Lending UEMOA Member States,2014,$125M,CDB,Banque Ouest Africaine,Government,None Known
Regional,SMEs,2014,$60M,CDB,Trade and Development Bank,Government,None Known
Regional,SMEs,2013,$41M,CDB,Development Bank of Central Africa,Government,None Known
Regional,SMEs,2016,$42M,CDB,Development Bank of Central Africa,Government,None Known
Regional,SMEs in the agricultural sector within UEMOA zone,2011,$78M,CDB,Banque Ouest Africaine,"Agriculture, food",None Known
Regional,Trade and Project Finance Line of Credit,2009,$100M,ExImBank,African Export Import Bank,Government,None Known
Regional,Working capital loan,2017,$250M,ExImBank,Trade and Development Bank,Government,None Known
Regional,Working capital loan,2018,$200M,ExImBank,Africa Finance Corporation,Government,None Known
Regional,Working capital loan,2018,$100M,ExImBank,Africa Finance Corporation,Government,None Known
Russian Federation,Europe – China International Transport Route; Various Energy Cooperation,2016,$2.5B,CDB,Gazprom,"Extraction, pipelines",None Known
Russian Federation,Moscow-Kazan high-speed rail,2016,$6.0B,CDB,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Russian Federation,Oil Export,2009,$15.0B,CDB,Rosneft,"Extraction, pipelines",None Known
Russian Federation,Railway Bridge across Amur River,2013,$97M,ExImBank,Government,Transport,None Known
Russian Federation,Russia-China Oil Pipeline,2009,$10.0B,CDB,Transneft,"Extraction, pipelines",None Known
Russian Federation,Sberbank Modernization of Eurocement,2015,$966M,CDB,Sberbank of Russia,Manufacturing,None Known
Russian Federation,VEB Development of Blockchain Technologies,2017,$882M,CDB,Vnesheconombank,Telecom,None Known
Russian Federation,Vnesheconombank corporate loan,2015,$1.6B,CDB,Vnesheconombank,Government,None Known
Rwanda,Bugesera International Airport Access Road Construction,2018,$50M,ExImBank,Government,Transport,None Known
Rwanda,Huye – Kibeho - Munini Road Upgrade,2018,$76M,ExImBank,Government,Transport,None Known
Rwanda,Kigali Urban Road Upgrade,2016,$71M,ExImBank,Government,Transport,None Known
Rwanda,Kigali Urban Road Upgrade,2009,$36M,ExImBank,Government,Transport,Within Critical Habitats
Rwanda,Mwityazo-Ruvumbu-Karongi Road Construction,2012,$113M,ExImBank,Government,Transport,Within Critical Habitats
Samoa,Convention Centre and Government Offices,2008,$52M,ExImBank,Shanghai Construction Group,Other construction,Within Critical Habitats
Samoa,Faleolo International Airport Terminal,2015,$136M,ExImBank,"Samoa Airport Authority, Shanghai Construction",Transport,Within Critical Habitats
Samoa,National Medical Center and Ministry of Health Headquarters,2010,$30M,ExImBank,"MoH, NHS, Shanghai Construction Group",Government,Within Critical Habitats
Samoa,National Medical Centre and Ministry of Health Headquarters,2008,$41M,ExImBank,Government,Government,None Known
Senegal,Building and Rehabilitating 251 wells in 13 districts,2016,$79M,ExImBank,Government,Government,None Known
Senegal,Dakar Loop Power Transmission (Phase II),2010,$78M,ExImBank,Government,Power,Within Critical Habitats
Senegal,E-government Project (Phase II),2012,$48M,ExImBank,Government,Telecom,None Known
Senegal,Fire Brigade Equipment Purchase,2016,$32M,ExImBank,Government,Government,None Known
Senegal,Foundiougne Brigde Construction,2016,$71M,ExImBank,Government,Transport,Within Critical Habitats
Senegal,Gouina Hydropower Project,2013,$147M,ExImBank,Government,Power,Within Indigenous Peoples' Lands
Senegal,National Broadband Project,2015,$82M,ExImBank,Government,Telecom,"Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Senegal,National security communication Project,2009,$33M,ExImBank,Government,Government,None Known
Senegal,Road Construction (from Blaise-Diagne International Airport),2015,$331M,ExImBank,Government,Transport,Within National Protected Areas
Senegal,Thies-Touba Toll Highway Construction,2015,$689M,ExImBank,Government,Transport,Within Indigenous Peoples' Lands
Serbia,Belgrade-Budapest rail link,2017,$298M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Serbia,Corridor 11 Highway Construction,2015,$301M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Serbia,Electric Power Distribution,2017,$715M,ExImBank,Elektroprivreda Srbije (EPS),Mulit-sector/discretionary,None Known
Serbia,"Kostolac B2 (retrofit), Kostolac B3 (new), and Expansion of Drmno Mine",2013,$608M,ExImBank,Government,Power,None Known
Serbia,Loznica Thermal Power Station,2016,$230M,CDB,CNEEC and Scarborough Group International,Power,None Known
Serbia,Obrenovac-Uba and Lajkovac-Ljig Road projects,2014,$334M,ExImBank,Government,Transport,None Known
Serbia,Surcin - Obrenovac Highway,2017,$198M,ExImBank,Government,Transport,None Known
Serbia,Zemun-Borca bridge,2009,$217M,ExImBank,Government,Transport,None Known
South Africa,Medupi Coal Power Plant Construction,2018,$900M,CDB,Eskom,Power,None Known
South Africa,"Medupi, Kusile and Ingula Power Stations Construction",2016,$500M,CDB,Eskom,Power,"Within Critical Habitats
 Within National Protected Areas"
South Africa,Transnet Locomotive Purchases (1st Disbursement),2016,$464M,CDB,Transnet,Transport,None Known
South Africa,Transnet Locomotive Purchases (partial 2nd disbursement),2017,$667M,CDB,Transnet,Transport,None Known
South Sudan,Air Traffic Management System Development,2018,$249M,ExImBank,Government,Transport,None Known
South Sudan,New Juba International Airport Project,2014,$158M,ExImBank,Government,Transport,Within National Protected Areas
Sri Lanka,Bunkering Facility and Tank Farm Project at Hambantota port,2009,$65M,ExImBank,Government,Transport,None Known
Sri Lanka,"Central Expressway Project - Phase I, Stage I",2018,$989M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Sri Lanka,Colombo – Katunayake Expressway,2009,$248M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Sri Lanka,Colombo-Katunayake Expressway (Construction),2008,$248M,ExImBank,Government,Transport,Within Critical Habitats
Sri Lanka,Construction of Outer Circular Highway Project – Phase III,2014,$494M,ExImBank,Government,Transport,None Known
Sri Lanka,E01 Southern Expressway (Construction),2015,$180M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Sri Lanka,Greater Kurunegala Water Supply and Seweage Project,2013,$79M,ExImBank,Government,Government,None Known
Sri Lanka,Hambantota Deep Sea Port Phase II (PPP),2012,$809M,ExImBank,Government,Transport,None Known
Sri Lanka,Hambantota Natural Gas-Powered Electrical Station,2018,$1000M,ExImBank,Government,Power,None Known
Sri Lanka,Hambantota Port Development Phase I for Ancillary Work and Supply of Equipment Project,2013,$155M,ExImBank,Government,Transport,None Known
Sri Lanka,Hambantota Port Development Project -Phase II Buyer Credit,2012,$51M,ExImBank,Government,Transport,None Known
Sri Lanka,Hambantota Port Development Project -Phase II Concessional Loan,2012,$158M,ExImBank,Government,Transport,None Known
Sri Lanka,Hambantota Port Development Project -Phase II Preferential Buyer Credit,2012,$600M,ExImBank,Government,Transport,None Known
Sri Lanka,Highway Section from Kodagoda to Godagama,2011,$63M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Sri Lanka,Highway Section from Pinnaduwa to Kodagoda,2011,$75M,ExImBank,Government,Transport,None Known
Sri Lanka,Lotus Tower,2012,$89M,ExImBank,Telecommunications Regulatory Commission,Telecom,None Known
Sri Lanka,Mattala - Hambantota International Airport Project,2010,$191M,ExImBank,Government,Transport,None Known
Sri Lanka,Moragahakanda Development Project,2012,$214M,CDB,Government,Power,"Within Critical Habitats
 Within National Protected Areas"
Sri Lanka,Norochcholai (Lakvijaya) Power Plant Phase 2,2009,$891M,ExImBank,Ceylon Electricity Board,Power,None Known
Sri Lanka,Northern Road Rehabilitation Project,2010,$302M,ExImBank,Government,Transport,None Known
Sri Lanka,Procurement of Material for Lighting Sri Lanka - Uva Province,2011,$33M,ExImBank,Government,Power,None Known
Sri Lanka,Rehabiitation & Improvement of Puttalam-Marichchikade-Mannar Road,2011,$73M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Sri Lanka,Rehabilitation and Improvement of Navatkuli-Karaitivu-Mannar Road,2011,$48M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Sri Lanka,Rehabilitation and Improvement of Priority Road Project,2010,$153M,CDB,Government,Transport,None Known
Sri Lanka,Rehabilitation and Improvement of Priority Road Project,2011,$500M,CDB,Government,Transport,None Known
Sri Lanka,Rehabilitation and Improvement of Priority Road Project 3 Phase I,2014,$300M,CDB,Government,Transport,None Known
Sri Lanka,Rehabilitation and Improvement of Priority Road Project 3 Phase II,2014,$100M,CDB,Government,Transport,None Known
Sri Lanka,Southern Expressway Extension- Section 4 from Mattala to Hambantota,2014,$412M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Sri Lanka,Supply of Two Nos.MA60 Aircraft Project,2010,$41M,ExImBank,Government,Transport,None Known
Sri Lanka,Thalpitigala Resovoir Dam,2018,$148M,ExImBank,Government,Power,None Known
Sudan,Al Dibabat - Abou Zayd - El Fula Road Construction,2009,$90M,ExImBank,Government,Transport,Within Critical Habitats
Sudan,Al-Fulah Power Plant Construction,2009,$612M,ExImBank,Government,Power,None Known
Sudan,Blue Nile Agricultural Improvement and Electricification,2010,$30M,ExImBank,Government,Mulit-sector/discretionary,None Known
Sudan,El Nahood - Aum Kadada Road Construction,2009,$110M,ExImBank,Government,Transport,Within Critical Habitats
Sudan,El Renk Malakal Road Construction,2009,$119M,ExImBank,Government,Transport,Within Critical Habitats
Sudan,New Khartoum International Airport Construction,2014,$700M,ExImBank,Government,Transport,None Known
Sudan,Nyala Water Supply Project,2008,$51M,ExImBank,Government,Government,None Known
Sudan,Sennar Bridge Construction,2010,$59M,ExImBank,Government,Transport,None Known
Sudan,South Kordofan Transmission Lines,2010,$233M,ExImBank,Government,Power,None Known
Sudan,South Kordofan Um Rawaba- Abu Gibeha Ring Road / 141 Road / Aum Roaba - Abu Gebaha Road Construction,2009,$63M,ExImBank,Government,Transport,None Known
